Customer_Name,Account,Inventory_Barcode,Barcode,Location,Bin_Location,Item,Manufacturer,Product_Description,Pkg,On_Hand,On_Hand2,On_Order,Min,Max,Price,Total,Customer_Account,Web_Image,VendorCost,Check,QTY,Updated_Time,Customer_Inventory_ID,UserID
RFP Gatineau,39000,GA1703,700411 CBL-50U,VMI4 Garage,GA-B1-3D,700411 CBL,GENERIC VENDOR,1 FLAT WASHER USS ZY THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1724,246158 CBL-50U,VMI4 Garage,GA-B1-6A,246158 CBL,GENERIC VENDOR,5/16-18X2 HHCS PT G8 ZY UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1736,247930 CBL-50U,VMI4 Garage,GA-B1-7E,247930 CBL,GENERIC VENDOR,7/16-14X2 ;HHCS; PT G8 ZY UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1737,247883 CBL-50U,VMI4 Garage,GA-B1-7F,247883 CBL,GENERIC VENDOR,7/16-14X2-1/2 ;HHCS; PT G8 ZY UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1756,250271 CBL-50U,VMI4 Garage,GA-B3-10A,250271 CBL,GENERIC VENDOR,M10-1.5X20 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1757,250326 CBL-50U,VMI4 Garage,GA-B3-10B,250326 CBL,GENERIC VENDOR,M10-1.5X25 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1758,250369 CBL-50U,VMI4 Garage,GA-B3-10C,250369 CBL,GENERIC VENDOR,M10-1.5X30 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1759,250410 CBL-50U,VMI4 Garage,GA-B3-10D,250410 CBL,GENERIC VENDOR,M10-1.5X35 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1760,250453 CBL-50U,VMI4 Garage,GA-B3-10E,250453 CBL,GENERIC VENDOR,M10-1.5X40 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1761,250479 CBL-50U,VMI4 Garage,GA-B3-10F,250479 CBL,GENERIC VENDOR,M10-1.5X45 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1766,250907 CBL-50U,VMI4 Garage,GA-B3-11H,250907 CBL,GENERIC VENDOR,M12-1.75X20 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1767,250943 CBL-50U,VMI4 Garage,GA-B3-12A,250943 CBL,GENERIC VENDOR,M12-1.75X25 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1768,250967 CBL-50U,VMI4 Garage,GA-B3-12B,250967 CBL,GENERIC VENDOR,M12-1.75X30 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1770,251002 CBL-50U,VMI4 Garage,GA-B3-12D,251002 CBL,GENERIC VENDOR,M12-1.75X40 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1795,400149 CBL-50U,VMI4 Garage,GA-B3-4F,400149 CBL,GENERIC VENDOR,M16-2.0 FIN HEX NUT CL10 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1796,400150 CBL-50U,VMI4 Garage,GA-B3-4G,400150 CBL,GENERIC VENDOR,M18-2.5 FIN HEX NUT CL10 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1797,400151 CBL-50U,VMI4 Garage,GA-B3-4H,400151 CBL,GENERIC VENDOR,M20-2.5 FIN HEX NUT CL10 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1821,254404 CBL-50U,VMI4 Garage,GA-B3-7H,254404 CBL,GENERIC VENDOR,M6-1.0X40 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1828,254838 CBL-50U,VMI4 Garage,GA-B3-8H,254838 CBL,GENERIC VENDOR,M8-1.25X30 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1830,254886 CBL-50U,VMI4 Garage,GA-B3-9B,254886 CBL,GENERIC VENDOR,M8-1.25X40 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1831,254897 CBL-50U,VMI4 Garage,GA-B3-9C,254897 CBL,GENERIC VENDOR,M8-1.25X45 HHCS PT CL10.9 PLN D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1832,254931 CBL-50U,VMI4 Garage,GA-B3-9D,254931 CBL,GENERIC VENDOR,M8-1.25X50 HHCS FT CL10.9 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3349,850194 CBL-50U,VMI4 Garage,GA-3-3-B3,850194 CBL,GENERIC VENDOR,5/32X1-1/2 HAMMER-LOK ST  ZC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3351,850289 CBL-50U,VMI4 Garage,GA-3-3-B5,850289 CBL,GENERIC VENDOR,3/16X3 HAMMER-LOK ST  ZC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3353,850105 CBL-50U,VMI4 Garage,GA-3-3-C2,850105 CBL,GENERIC VENDOR,1/8X1-1/2 COTTER PIN PLN STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3401,851294 CBL-50U,VMI4 Garage,GA-3-7-A1,851294 CBL,GENERIC VENDOR,5/16X1-1/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3402,851079 CBL-50U,VMI4 Garage,GA-3-7-A2,851079 CBL,GENERIC VENDOR,7/32X1-3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3404,851191 CBL-50U,VMI4 Garage,GA-3-7-A4,851191 CBL,GENERIC VENDOR,1/8X3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3405,851297 CBL-50U,VMI4 Garage,GA-3-7-B1,851297 CBL,GENERIC VENDOR,5/16X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3406,851081 CBL-50U,VMI4 Garage,GA-3-7-B2,851081 CBL,GENERIC VENDOR,7/32X2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3407,851256 CBL-50U,VMI4 Garage,GA-3-7-B3,851256 CBL,GENERIC VENDOR,3/16X1 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3408,851172 CBL-50U,VMI4 Garage,GA-3-7-B4,851172 CBL,GENERIC VENDOR,1/8X1 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3409,851300 CBL-50U,VMI4 Garage,GA-3-7-C1,851300 CBL,GENERIC VENDOR,5/16X1-3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3410,851163 CBL-50U,VMI4 Garage,GA-3-7-C2,851163 CBL,GENERIC VENDOR,1/4X3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3411,851259 CBL-50U,VMI4 Garage,GA-3-7-C3,851259 CBL,GENERIC VENDOR,3/16X1-1/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3412,851176 CBL-50U,VMI4 Garage,GA-3-7-C4,851176 CBL,GENERIC VENDOR,1/8X1-1/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3414,851140 CBL-50U,VMI4 Garage,GA-3-7-D2,851140 CBL,GENERIC VENDOR,1/4X1-1/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3416,851180 CBL-50U,VMI4 Garage,GA-3-7-D4,851180 CBL,GENERIC VENDOR,1/8X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3417,851231 CBL-50U,VMI4 Garage,GA-3-7-E1,851231 CBL,GENERIC VENDOR,3/8X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3418,851144 CBL-50U,VMI4 Garage,GA-3-7-E2,851144 CBL,GENERIC VENDOR,1/4X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3419,851268 CBL-50U,VMI4 Garage,GA-3-7-E3,851268 CBL,GENERIC VENDOR,3/16X2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3421,851234 CBL-50U,VMI4 Garage,GA-3-7-F1,851234 CBL,GENERIC VENDOR,3/8X1-3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3423,851073 CBL-50U,VMI4 Garage,GA-3-7-F3,851073 CBL,GENERIC VENDOR,7/32X1 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3424,851042 CBL-50U,VMI4 Garage,GA-3-7-F4,851042 CBL,GENERIC VENDOR,5/32X1 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3425,851236 CBL-50U,VMI4 Garage,GA-3-7-G1,851236 CBL,GENERIC VENDOR,3/8X2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3427,851075 CBL-50U,VMI4 Garage,GA-3-7-G3,851075 CBL,GENERIC VENDOR,7/32X1-1/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3428,851046 CBL-50U,VMI4 Garage,GA-3-7-G4,851046 CBL,GENERIC VENDOR,5/32X1-1/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3429,851316 CBL-50U,VMI4 Garage,GA-3-7-H2,851316 CBL,GENERIC VENDOR,5/16X3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3430,851077 CBL-50U,VMI4 Garage,GA-3-7-H3,851077 CBL,GENERIC VENDOR,7/32X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3431,851050 CBL-50U,VMI4 Garage,GA-3-7-H4,851050 CBL,GENERIC VENDOR,5/32X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3476,321333 CBL-50U,VMI4 Garage,GA-3-10-A2,321333 CBL,GENERIC VENDOR,1/4-20X1/2 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3480,321922 CBL-50U,VMI4 Garage,GA-3-10-B2,321922 CBL,GENERIC VENDOR,1/4-28X1/4 SSS KCP PLN UNF STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3484,321942 CBL-50U,VMI4 Garage,GA-3-10-C2,321942 CBL,GENERIC VENDOR,1/4-28X3/8 SSS KCP PLN UNF STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3485,321340 CBL-50U,VMI4 Garage,GA-3-10-C3,321340 CBL,GENERIC VENDOR,1/4-20X1/4 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3487,321486 CBL-50U,VMI4 Garage,GA-3-10-D1,321486 CBL,GENERIC VENDOR,3/8-16X3/8 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3488,321574 CBL-50U,VMI4 Garage,GA-3-10-D2,321574 CBL,GENERIC VENDOR,5/16-18X5/16 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3489,321375 CBL-50U,VMI4 Garage,GA-3-10-D3,321375 CBL,GENERIC VENDOR,1/4-20X5/16 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3491,321458 CBL-50U,VMI4 Garage,GA-3-10-E1,321458 CBL,GENERIC VENDOR,3/8-16X1/2 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3492,321567 CBL-50U,VMI4 Garage,GA-3-10-E2,321567 CBL,GENERIC VENDOR,5/16-18X3/8 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3493,321368 CBL-50U,VMI4 Garage,GA-3-10-E3,321368 CBL,GENERIC VENDOR,1/4-20X3/8 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3495,321479 CBL-50U,VMI4 Garage,GA-3-10-F1,321479 CBL,GENERIC VENDOR,3/8-16X3/4 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3496,321541 CBL-50U,VMI4 Garage,GA-3-10-F2,321541 CBL,GENERIC VENDOR,5/16-18X1/2 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA3497,321361 CBL-50U,VMI4 Garage,GA-3-10-F3,321361 CBL,GENERIC VENDOR,1/4-20X3/4 SSS KCP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1853,851100 CBL-50U,VMI5 Mechanical Repair,MS-B1-1C,851100 CBL,GENERIC VENDOR,5/64X1/2 SPRING PIN PLN,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1854,851102 CBL-50U,VMI5 Mechanical Repair,MS-B1-1D,851102 CBL,GENERIC VENDOR,5/64X3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1855,851099 CBL-50U,VMI5 Mechanical Repair,MS-B1-1E,851099 CBL,GENERIC VENDOR,5/64X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1856,851034 CBL-50U,VMI5 Mechanical Repair,MS-B1-1F,851034 CBL,GENERIC VENDOR,3/32X5/16 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1857,851017 CBL-50U,VMI5 Mechanical Repair,MS-B1-1G,851017 CBL,GENERIC VENDOR,3/32X1 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1858,851193 CBL-50U,VMI5 Mechanical Repair,MS-B1-1H,851193 CBL,GENERIC VENDOR,1/8X3/8 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1859,851187 CBL-50U,VMI5 Mechanical Repair,MS-B1-2A,851187 CBL,GENERIC VENDOR,1/8X1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1860,851195 CBL-50U,VMI5 Mechanical Repair,MS-B1-2B,851195 CBL,GENERIC VENDOR,1/8X5/8 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1861,851191 CBL-50U,VMI5 Mechanical Repair,MS-B1-2C,851191 CBL,GENERIC VENDOR,1/8X3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1862,851172 CBL-50U,VMI5 Mechanical Repair,MS-B1-2D,851172 CBL,GENERIC VENDOR,1/8X1 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1867,851059 CBL-50U,VMI5 Mechanical Repair,MS-B1-3A,851059 CBL,GENERIC VENDOR,5/32X1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1873,851256 CBL-50U,VMI5 Mechanical Repair,MS-B1-3G,851256 CBL,GENERIC VENDOR,3/16X1 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1874,851262 CBL-50U,VMI5 Mechanical Repair,MS-B1-3H,851262 CBL,GENERIC VENDOR,3/16X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1875,851268 CBL-50U,VMI5 Mechanical Repair,MS-B1-4A,851268 CBL,GENERIC VENDOR,3/16X2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1876,851089 CBL-50U,VMI5 Mechanical Repair,MS-B1-4B,851089 CBL,GENERIC VENDOR,7/32X5/8 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1877,851077 CBL-50U,VMI5 Mechanical Repair,MS-B1-4C,851077 CBL,GENERIC VENDOR,7/32X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1879,851163 CBL-50U,VMI5 Mechanical Repair,MS-B1-4E,851163 CBL,GENERIC VENDOR,1/4X3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1881,851140 CBL-50U,VMI5 Mechanical Repair,MS-B1-4G,851140 CBL,GENERIC VENDOR,1/4X1-1/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1882,851144 CBL-50U,VMI5 Mechanical Repair,MS-B1-4H,851144 CBL,GENERIC VENDOR,1/4X1-1/2 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1889,851300 CBL-50U,VMI5 Mechanical Repair,MS-B1-5G,851300 CBL,GENERIC VENDOR,5/16X1-3/4 SPRING PIN PLN STL SLOTTED,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1902,850254 CBL-50U,VMI5 Mechanical Repair,MS-B1-7E,850254 CBL,GENERIC VENDOR,1/8X3 COTTER PIN ZC STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1904,850283 CBL-50U,VMI5 Mechanical Repair,MS-B1-8A,850283 CBL,GENERIC VENDOR,3/16X2 COTTER PIN ZC STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1906,850153 CBL-50U,VMI5 Mechanical Repair,MS-B1-8C,850153 CBL,GENERIC VENDOR,3/16X2-1/2 COTTER PIN PLN STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1907,850231 CBL-50U,VMI5 Mechanical Repair,MS-B1-8D,850231 CBL,GENERIC VENDOR,1/4X1-1/4 COTTER PIN ST  ZC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1908,850234 CBL-50U,VMI5 Mechanical Repair,MS-B1-8E,850234 CBL,GENERIC VENDOR,1/4X2 COTTER PIN ZC STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1909,850238 CBL-50U,VMI5 Mechanical Repair,MS-B1-8F,850238 CBL,GENERIC VENDOR,1/4X3 COTTER PIN ZC STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1910,850241 CBL-50U,VMI5 Mechanical Repair,MS-B1-9A,850241 CBL,GENERIC VENDOR,1/4X4 COTTER PIN ST  ZC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1911,850202 CBL-50U,VMI5 Mechanical Repair,MS-B1-9B,850202 CBL,GENERIC VENDOR,5/32X3 COTTER PIN ST  ZC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1913,850294 CBL-50U,VMI5 Mechanical Repair,MS-B1-9D,850294 CBL,GENERIC VENDOR,5/16X1 COTTER PIN ZC STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1914,850298 CBL-50U,VMI5 Mechanical Repair,MS-B1-9E,850298 CBL,GENERIC VENDOR,5/16X2 COTTER PIN ZC STL RND EXT PRONG,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1915,850300 CBL-50U,VMI5 Mechanical Repair,MS-B1-9F,850300 CBL,GENERIC VENDOR,5/16X2-1/2 COTTER PIN ST  ZC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1959,321364 CBL-50U,VMI5 Mechanical Repair,MS-B3-1A,321364 CBL,GENERIC VENDOR,1/4-20X3/8 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1962,321304 CBL-50U,VMI5 Mechanical Repair,MS-B3-1D,321304 CBL,GENERIC VENDOR,1/4-20X1 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1963,321311 CBL-50U,VMI5 Mechanical Repair,MS-B3-1E,321311 CBL,GENERIC VENDOR,1/4-20X1-1/2 ST PLN SSS CP,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1964,321343 CBL-50U,VMI5 Mechanical Repair,MS-B3-1F,321343 CBL,GENERIC VENDOR,1/4-20X2 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1965,321556 CBL-50U,VMI5 Mechanical Repair,MS-B3-1G,321556 CBL,GENERIC VENDOR,5/16-18X3/4 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1966,321577 CBL-50U,VMI5 Mechanical Repair,MS-B3-1H,321577 CBL,GENERIC VENDOR,5/16-18X5/8 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1967,321526 CBL-50U,VMI5 Mechanical Repair,MS-B3-2A,321526 CBL,GENERIC VENDOR,5/16-18X1-1/4 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1968,321521 CBL-50U,VMI5 Mechanical Repair,MS-B3-2B,321521 CBL,GENERIC VENDOR,5/16-18X1-1/2 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1969,321549 CBL-50U,VMI5 Mechanical Repair,MS-B3-2C,321549 CBL,GENERIC VENDOR,5/16-18X2 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1970,321428 CBL-50U,VMI5 Mechanical Repair,MS-B3-2D,321428 CBL,GENERIC VENDOR,3/8-16X1 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1971,321442 CBL-50U,VMI5 Mechanical Repair,MS-B3-2E,321442 CBL,GENERIC VENDOR,3/8-16X1-1/4 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1972,321435 CBL-50U,VMI5 Mechanical Repair,MS-B3-2F,321435 CBL,GENERIC VENDOR,3/8-16X1-1/2 SSS CP PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
